dataset_type,value
original,7315360
original,8073461
original,498863
original,8756262
original,2676188
original,3295990
original,7782937
original,6526818
original,9881393
original,9185687
original,5491590
original,6512440
original,6099628
original,6555968
original,2699015
original,9674733
original,8837590
original,1172622
original,2503771
original,3177825
original,996161
original,4183839
original,666326
original,649150
original,3375957
original,118834
original,3239576
original,5893309
original,5948540
original,4249913
original,4422201
original,1079600
original,9414323
original,9827141
original,3503157
original,8272874
original,8849851
original,1985588
original,8640059
original,4197355
original,1752683
original,7716868
original,1004646
original,9360133
original,3867500
original,449395
original,5143901
original,6754350
original,1260386
original,3054390
original,7019431
original,3379569
original,2900603
original,8611474
original,9523856
original,1646711
original,5587774
original,6319707
original,7967801
original,1423286
original,3695961
original,8217316
original,3177945
original,7348340
original,183062
original,2841992
original,4294539
original,6095929
original,4944505
original,803328
original,4062958
original,1043233
original,6468703
original,529525
original,176615
original,4381932
original,6665088
original,7474447
original,4601020
original,3699391
original,8929860
original,7006454
original,3612610
original,7031883
original,2164367
original,144356
original,8744220
original,8398043
original,1748014
original,7156720
original,2288627
original,6517963
original,6597519
original,764121
original,7068121
original,9558356
original,3502630
original,5698848
original,1107677
original,5738852
original,288790
original,5084921
original,9797444
original,3693305
original,4466271
original,4385536
original,1352695
original,1589228
original,1100567
original,7706358
original,49115
original,721747
original,5392023
original,5957515
original,6232753
original,5246880
original,1404330
original,251492
original,4035851
original,491072
original,1086880
original,2055723
original,2248988
original,9702701
original,2976242
original,4580081
original,2648790
original,3763024
original,4833177
original,8272841
original,3353597
original,8454561
original,2597480
original,4197571
original,6374201
original,6118900
original,2922097
original,157164
original,531831
original,2989475
original,3369720
original,4711075
original,7122313
original,6854500
original,2640328
original,9079703
original,9222335
original,7326434
original,9551536
original,5063778
original,3970001
original,70640
original,4122263
original,4594877
original,1355531
original,675510
original,3741196
original,6990102
original,2734296
original,6706024
original,898320
original,5781565
original,2007635
original,9615215
original,3264908
original,4260538
original,6486460
original,6197323
original,3621581
original,4246238
original,5963135
original,8814131
original,3599865
original,5382287
original,7990340
original,1039458
original,3772811
original,2317336
original,2763642
original,7689684
original,3788340
original,197775
original,2386488
original,787494
original,5851244
original,5332660
original,9589801
original,6837433
original,5083769
original,533636
original,4232406
original,2276360
original,4408249
original,4426219
original,8914438
original,1332397
original,7517836
original,9106824
original,6646705
original,5462810
original,8905921
original,6903836
original,9726290
original,6243669
original,1286643
original,9922192
original,8315390
original,6200646
original,6983896
original,8783148
original,5409861
original,4939003
original,6311326
original,5146386
original,8415398
original,448345
original,9137682
original,7827494
original,3685501
original,1879490
original,4984445
original,6939705
original,7002587
original,6742471
original,1454908
original,3319144
original,8693670
original,5806466
original,5744588
original,5304509
original,7668216
original,4949499
original,2387312
original,3693976
original,6062903
original,4408224
original,4035493
original,9814149
original,5703737
original,1871403
original,5747372
original,4848287
original,5658796
original,821052
original,2225300
original,1855567
original,1534837
original,3338442
original,4926203
original,423570
original,2373139
original,5221816
original,9246766
original,2114792
original,8441136
original,1873421
original,6550670
original,6081950
original,6925877
original,9805685
original,5967106
original,5118922
original,7177545
original,5122783
original,5528983
original,160775
original,7349369
original,2667867
original,9951907
original,6655623
original,7686841
original,6978737
original,1344027
original,4166500
original,7467048
original,9179875
original,7884479
original,497562
original,4578238
original,4037776
original,4010912
original,4511732
original,5562067
original,5237196
original,4885211
original,6126319
original,1600396
original,3311149
original,8511010
original,9555196
original,2496081
original,575278
original,5187480
original,1178049
original,3080201
original,7136029
original,3464442
original,9663340
original,3314692
original,4719607
original,6285088
original,1110389
original,8416320
original,3912942
original,8501424
original,7468810
original,1635156
original,8523838
original,5001045
original,4463418
original,9771802
original,4345760
original,7153768
original,3251298
original,4465150
original,8389012
original,7249903
original,4897590
original,6189573
original,1323483
original,1722320
original,2332517
original,3196340
original,8551881
original,5387408
original,5692493
original,8247752
original,1087341
original,6195200
original,3977266
original,5558956
original,3031756
original,843523
original,8934845
original,4040479
original,92193
original,1186887
original,8896761
original,3334817
original,2715514
original,2658571
original,4834357
original,7102173
original,4892472
original,481680
original,5165679
original,6180142
original,5287118
original,4100673
original,1534026
original,8704434
original,3467366
original,327359
original,317537
original,6953757
original,550222
original,4975026
original,7795134
original,2573619
original,2453752
original,9752741
original,7265760
original,1353038
original,8639483
original,4657693
original,4264694
original,707689
original,1296516
original,9945225
original,3463351
original,9653648
original,1854971
original,9038807
original,1849396
original,2691276
original,9017469
original,2526954
original,6549546
original,8007407
original,7385034
original,7063410
original,9050222
original,8001482
original,9055605
original,1072647
original,1631107
original,9417063
original,5106563
original,8234679
original,6463768
original,9694402
original,5606594
original,1950367
original,1910705
original,1601596
original,3791481
original,5123122
original,7757202
original,6348564
original,4150276
original,5723601
original,5354075
original,5279548
original,2382357
original,7904069
original,2245131
original,4246049
original,8480473
original,5455770
original,1072200
original,2906158
original,1222869
original,3125354
original,9818159
original,4782883
original,6501632
original,9302640
original,3982588
original,8083123
original,9956046
original,6160686
original,9306167
original,635605
original,7479821
original,4583897
original,9203739
original,7413718
original,67661
original,6859991
original,7585153
original,5914988
original,6558221
original,1307506
original,2901614
original,2966422
original,3708654
original,7315436
original,118033
original,9018873
original,5872354
original,1215502
original,9810404
original,2319049
original,6292518
original,7587768
original,3720464
original,2192614
original,770173
original,5642264
original,467010
original,1655016
original,4221038
original,9312483
original,8376430
original,3880993
original,2568103
original,8469872
original,8411883
original,6482532
original,5196467
original,5952793
original,8961343
original,2000609
original,9301434
original,2697143
original,9251130
original,9192300
original,9549765
original,1314532
original,421240
original,944789
original,2213573
original,8914501
original,2255363
original,8375741
original,5056861
original,6436446
original,4148887
original,9595702
original,9057014
original,3668866
original,4612338
original,1033255
original,7082212
original,8202787
original,4989847
original,8929285
original,7643603
original,3094235
original,9560067
original,5986126
original,2859653
original,387952
original,1030117
original,2896818
original,2357821
original,8913742
original,5584263
original,244761
original,8386180
original,64323
original,1237715
original,8040979
original,954480
original,6681134
original,854016
original,5347417
original,9253517
original,5809701
original,9439101
original,8671370
original,9993726
original,2883427
original,1416012
original,5752810
original,571650
original,4476576
original,8774533
original,2863793
original,4909047
original,6881289
original,7422212
original,3757974
original,8791689
original,7211179
original,8767500
original,4199591
original,5500545
original,8291923
original,3154240
original,9045310
original,7796324
original,8112074
original,2190222
original,2719269
original,7235574
original,5672354
original,5205597
original,5284958
original,786667
original,9742257
original,1712503
original,3609736
original,8060833
original,6638155
original,1384418
original,386594
original,2869760
original,1092501
original,5238331
original,8525631
original,1135964
original,9872232
original,2155748
original,3925282
original,873172
original,8910852
original,5655378
original,4873594
original,4063309
original,6941245
original,9451244
original,7817304
original,829735
original,7021862
original,8351245
original,5282591
original,7483058
original,2562469
original,3086176
original,6509590
original,5345854
original,7490200
original,4883680
original,3681262
original,4633078
original,2609089
original,2508749
original,914228
original,953959
original,7905477
original,3369538
original,345266
original,9927209
original,4537358
original,9496563
original,6867100
original,5275034
original,7553974
original,9803005
original,6097091
original,3177993
original,7705092
original,7583354
original,3131209
original,9612128
original,5813365
original,4057893
original,5691276
original,5397662
original,9828366
original,1805468
original,3427975
original,6356228
original,8514716
original,5525633
original,2080154
original,2244702
original,3377778
original,5735193
original,7726890
original,5897498
original,8357956
original,8204298
original,8776957
original,9451337
original,5843493
original,3386501
original,7395350
original,4588334
original,8464685
original,7168362
original,4327819
original,7284953
original,1255564
original,8514493
original,8930264
original,9059296
original,4424507
original,2792427
original,3357679
original,5748035
original,4390020
original,2681719
original,890695
original,838761
original,7367664
original,8888923
original,5352825
original,9688053
original,8887324
original,3321127
original,2559272
original,2276106
original,6960534
original,7374592
original,6575716
original,2002324
original,6262105
original,6671318
original,494592
original,3578226
original,6149031
original,2427540
original,1715630
original,318408
original,8856884
original,8900019
original,3117172
original,9272985
original,6304680
original,4235042
original,1898739
original,9617944
original,1017433
original,8104010
original,4661029
original,3678086
original,1581530
original,2087258
original,4856447
original,8369066
original,6857658
original,996530
original,9159861
original,2601623
original,9766854
original,6231219
original,4108997
original,3364695
original,1045482
original,5786265
original,5908635
original,7487345
original,9683910
original,570451
original,8408424
original,967344
original,2412149
original,5398869
original,3352252
original,3732839
original,9427504
original,7022336
original,5768927
original,2878604
original,4327858
original,7433533
original,8652831
original,5984684
original,2694287
original,6511634
original,4621056
original,8976973
original,703662
original,1305585
original,4092097
original,2659440
original,9988209
original,3943645
original,4495013
original,6094467
original,9623424
original,5517366
original,3448678
original,9515807
original,5211593
original,8370262
original,4846769
original,7449607
original,4043064
original,2602967
original,3438550
original,76218
original,6878974
original,770044
original,5579079
original,3185714
original,1728096
original,8736347
original,8860935
original,7667105
original,2694946
original,4229215
original,1922135
original,7021855
original,978039
original,9288493
original,8997354
original,7352207
original,499876
original,1962165
original,7985620
original,611213
original,768734
original,7750575
original,4241361
original,5511174
original,1839433
original,6569632
original,3672214
original,2026580
original,7229039
original,7507324
original,6202258
original,4339235
original,9880860
original,3526737
original,8790529
original,2008960
original,4455214
original,8476563
original,6918889
original,3816446
original,3376513
original,1937878
original,6193956
original,1705215
original,5437149
original,7271476
original,6429611
original,3266402
original,8121849
original,8104789
original,4108880
original,5499593
original,4261946
original,90093
original,9944790
original,1732465
original,3173584
original,2859244
original,886040
original,322918
original,2245909
original,116739
original,9675193
original,9168924
original,9755461
original,1014929
original,9955455
original,2420564
original,9868643
original,8577064
original,2653093
original,3303457
original,5888997
original,6944121
original,6238795
original,4767348
original,716756
original,8439834
original,6790968
original,3751198
original,7369434
original,3138145
original,1226476
original,4184056
original,8960820
original,1500844
original,9317776
original,3443609
original,8752084
original,1400283
original,5927613
original,691757
original,390719
original,9916545
original,9538555
original,6854453
original,3337920
original,3296050
original,2118324
original,6827299
original,6247794
original,7917596
original,4902666
original,876031
original,6232739
original,1270896
original,1059622
original,4422375
original,378165
original,9097270
original,4131479
original,9400725
original,9033796
original,415008
original,1631993
original,3351278
original,2342035
original,7978450
original,5703394
original,7240947
original,2768362
original,1170365
original,9068026
original,9503201
original,9615560
original,5931161
original,6790593
original,4851188
original,2721864
original,3947208
original,6984720
original,7733308
original,3875754
original,2704999
original,5298217
original,1324070
original,7364386
original,5787749
original,1661793
original,6576651
original,6867218
original,9004644
original,7466027
original,4987696
original,428988
original,4084752
original,4374857
original,2977590
original,7599600
original,6610734
original,3297291
original,4894287
original,7954647
original,2490706
original,7542535
original,9580510
original,8047252
original,5254224
original,6215140
original,3737973
original,2202575
original,6611653
original,464071
original,4381137
original,4912216
original,9164043
original,7597626
original,3498472
original,8369689
original,1564718
original,5139743
original,9991183
original,3813270
original,4806425
original,6609876
original,2378837
original,6123769
original,1524102
original,9052788
original,2383366
original,2035848
original,5122930
original,8593223
original,9913841
original,6691409
original,838003
original,3433382
original,8670178
original,3395049
original,66150
original,7951632
original,7429645
original,6081687
original,8948331
original,2547500
original,9388162
original,4193060
original,134055
original,9064630
original,9198550
original,9084966
original,1841648
original,7132508
original,6437845
original,3828433
original,2735264
original,4448748
original,7152747
original,4137270
original,4317922
original,8847905
original,7465373
original,1020154
original,8070924
original,6843532
original,4945169
original,6733215
original,8195810
original,7904294
original,7185197
original,8171548
original,6714301
original,9258731
original,7969693
original,1859582
original,7744064
original,2129885
original,4720642
original,549239
original,8945309
original,5408753
original,3047569
original,9659072
original,785332
original,9156558
original,8555080
original,397710
original,6503216
original,4317048
original,3188729
original,4785956
original,5105724
original,5025764
original,7996198
original,910775
original,5954878
original,5927997
original,558924
original,3881185
original,5004998
original,5166650
original,5693075
original,8109916
original,5193278
original,431413
original,9741172
original,4165100
original,863561
original,302186
original,3207393
original,5489464
original,7456985
original,6767528
original,1026553
original,9623810
original,8533879
original,3743797
original,1514542
original,6357718
original,4180656
original,8465506
original,6846192
original,8676924
original,7347689
original,1829553
original,3041341
original,1039504
original,6666455
original,7663589
original,7918348
original,4988023
original,7635836
original,7809006
original,1675843
original,8423309
original,3229028
original,7056993
original,1721610
original,2339767
original,2614235
original,491036
original,8715912
original,6046914
original,2710241
original,1142953
original,3961352
original,3978702
original,8168984
original,326916
original,3597706
original,4506554
original,605409
original,9462743
original,6849486
original,5050405
original,8337735
original,1725690
original,3280772
original,8197295
original,5809041
original,5087268
original,6155579
original,403119
original,8212420
original,402732
original,506079
original,1950013
original,1132658
original,1985209
original,4322626
original,656951
original,8399911
original,9598817
original,3479591
original,5203916
original,6026988
original,7426263
original,2366610
original,4180303
original,9456807
original,4684346
original,458298
original,1047343
original,5719720
original,8493836
original,4620650
original,1755692
original,9272664
original,1730228
original,1946793
original,1569123
original,6115518
original,7393979
original,8437482
original,1622572
original,3220281
original,2689784
original,8175602
original,709662
original,6863382
original,5321129
original,8859060
original,5672605
original,2592670
original,4810833
original,6703459
original,6417665
original,442061
original,3761675
original,7415745
original,8082655
original,8877580
original,9512602
original,3081328
original,5371112
original,8551646
original,7281505
original,5124795
original,5411263
original,3963735
original,9763180
original,6493509
original,8989138
original,9466441
original,8824031
original,1192929
original,8711998
original,6555035
original,4068316
original,8067987
original,1656671
original,5681635
original,6145265
original,8527171
original,783066
original,9943231
original,4899856
original,6240779
original,4055957
original,6617488
original,597897
original,3941237
original,9161408
original,2042999
original,3659985
original,1902897
original,8019213
original,3576511
original,1163950
original,549148
original,2773707
original,5068002
original,2773939
original,1935740
original,3434955
original,4936710
original,5155872
original,3177326
original,1554510
original,3763122
original,4421590
original,2534937
original,812461
original,4427036
original,1718224
original,2710626
original,9312652
original,7906166
original,7310108
original,9775260
original,6440010
original,8674163
original,444191
original,1502337
original,3486669
original,9309205
original,3722946
original,7064400
original,9874813
original,224695
original,3441628
original,9490452
original,7552975
original,8123236
original,7761850
original,9799314
original,3340216
original,3833284
original,1847865
original,7586725
original,9308092
original,4897954
original,4017136
original,344855
original,5750283
original,1074961
original,4625678
original,2377935
original,1134106
original,8296877
original,2474968
original,6166160
original,5672540
original,5644807
original,5972558
original,2442266
original,4437677
original,9607366
original,5241218
original,5150635
original,5481140
original,7214615
original,8010643
original,4981262
original,4525208
original,5290717
original,518349
original,2881990
original,797968
original,7892861
original,8467691
original,6211411
original,2655971
original,5609125
original,2874299
original,7339838
original,7330292
original,1804673
original,2938199
original,7594378
original,8998604
original,4909776
original,9167121
original,3303389
original,8025407
original,4354385
original,8777198
original,3151882
original,3210016
original,6737320
original,2389383
original,6996746
original,164053
original,5973544
original,5282379
original,9825144
original,2542637
original,8033951
original,8107317
original,4158549
original,9734816
original,4530889
original,8411039
original,9631739
original,9035616
original,8962049
original,8284960
original,2049949
original,8388512
original,1268300
original,1947763
original,7654502
original,3882149
original,4873062
original,7045209
original,8439469
original,7678073
original,4845710
original,4000737
original,9109609
original,7258746
original,1443717
original,4409352
original,5111142
original,9594271
original,8421928
original,8715633
original,6906571
original,8752967
original,1308507
original,4066621
original,9331795
original,9986298
original,100734
original,8546310
original,2851274
original,1225811
original,9535695
original,3081091
original,3829049
original,1868670
original,7265406
original,4813673
original,4755469
original,9321425
original,7551989
original,4335702
original,7974411
original,2962732
original,1992825
original,3832978
original,6152941
original,4115811
original,8983212
original,3174108
original,2731638
original,264500
original,2976031
original,9027890
original,6512427
original,2903633
original,5711813
original,1940369
original,3948242
original,8127125
original,1217060
original,1031519
original,9177960
original,4678714
original,8109698
original,1390281
original,3941106
original,2322466
original,7778748
original,8099932
original,1851317
original,1946830
original,2614150
original,7238987
original,9957168
original,4660061
original,2605214
original,7923641
original,2229180
original,9384451
original,4188891
original,9014653
original,4031419
original,4495511
original,1424945
original,9780146
original,2363999
original,9109096
original,4790691
original,8807673
original,4225889
original,9852415
original,3092195
original,289102
original,9725345
original,9479413
original,4443778
original,8043756
original,4162065
original,260116
original,6086368
original,4214279
original,1257949
original,7537165
original,3850241
original,5538166
original,388076
original,4884797
original,5540070
original,6491878
original,1960826
original,2844664
original,2613275
original,1378369
original,2090212
original,5230852
original,4171774
original,152999
original,4542923
original,8449975
original,9141923
original,4600108
original,2854190
original,1284382
original,7196042
original,3853321
original,2654837
original,7684365
original,1042377
original,4577033
original,6105931
original,3257181
original,5262696
original,5154048
original,923780
original,8361735
original,1942811
original,6507640
original,298090
original,8705956
original,5425838
original,9714891
original,8480932
original,2320688
original,1805808
original,9709175
original,4220459
original,4536119
original,4015470
original,4654798
original,3622138
original,937841
original,9955661
original,8061896
original,2843940
original,3932441
original,1207068
original,4364406
original,8782882
original,1386980
original,1208052
original,7500960
original,3040267
original,9685684
original,1180887
original,4439850
original,7536765
original,1896220
original,3138744
original,8535078
original,6935774
original,1367223
original,9443754
original,2428081
original,4273445
original,3184790
original,6681935
original,9963441
original,6689142
original,9559047
original,4990961
original,3646804
original,647296
original,1549302
original,3122951
original,800101
original,4100612
original,5877845
original,6014126
original,5238561
original,6339776
original,9353526
original,8885366
original,8121757
original,4642929
original,8417233
original,2833552
original,7376519
original,5701934
original,1276647
original,5416775
original,8704813
original,3045315
original,3144480
original,3570834
original,4828761
original,3940285
original,6851803
original,5742533
original,7324222
original,2627144
original,2825896
original,4936792
original,4876872
original,2739956
original,2619980
original,721384
original,8908385
original,7716220
original,2887698
original,2432593
original,4031464
original,3390742
original,8545106
original,7357804
original,6133066
original,2887296
original,6529845
original,2736582
original,7956056
original,1100500
original,1576590
original,5594176
original,1961977
original,7049926
original,4032654
original,664468
original,6500242
original,7899963
original,6978140
original,9268720
original,3037099
original,4828426
original,8100706
original,2042823
original,1048173
original,8379341
original,9890633
original,6579137
original,1912584
original,3777538
original,225049
original,9705799
original,747419
original,9468532
original,5438684
original,6030489
original,5537803
original,2380932
original,1654753
original,8793380
original,571107
original,2086213
original,3358509
original,2779499
original,7313834
original,8937492
original,1999254
original,5044842
original,9376079
original,4156532
original,6592910
original,5561112
original,5382858
original,5017650
original,7188238
original,7909699
original,3617556
original,258517
original,9745741
original,6428540
original,705475
original,9136621
original,9640686
original,4338843
original,424226
original,4117923
original,5613201
original,6303745
original,698956
original,3403096
original,6278602
original,9143558
original,6143326
original,175211
original,7519817
original,7412620
original,4257950
original,8654406
original,9919422
original,6048055
original,1883376
original,3891113
original,7020988
original,8544291
original,4730741
original,5605126
original,1906039
original,1455465
original,9382778
original,211830
original,5439381
original,5987029
original,6516616
original,3329049
original,4755976
original,8910606
original,6897673
original,3746169
original,6002296
original,75388
original,6810183
original,1775767
original,7983823
original,8373296
original,7467866
original,5494339
original,5877809
original,6396567
original,9886226
original,8002619
original,4021080
original,7667857
original,4428690
original,5439433
original,8889782
original,2881777
original,2748996
original,195246
original,3696176
original,8899691
original,1012384
original,8143478
original,866964
original,8437712
original,863663
original,5783182
original,6980571
original,5334538
original,6349449
original,1206861
original,3119612
original,2891005
original,4936600
original,4736319
original,257681
original,8482626
original,5629481
original,2054780
original,7991208
original,4423408
original,842186
original,5352727
original,9881901
original,7116355
original,7226585
original,5538917
original,1124905
original,3105958
original,5559277
original,3258084
original,8593059
original,1980290
original,403322
original,4310796
original,5181057
original,7017403
original,4077716
original,6941447
original,5037285
original,1908802
original,7334901
original,1548075
original,493948
original,4168962
original,6520645
original,6689921
original,8383190
original,7228161
original,780641
original,4466134
original,1554205
original,6606963
original,6651143
original,2551331
original,3127748
original,9223644
original,4001070
original,7365624
original,2883791
original,3496605
original,4948600
original,6416438
original,9694095
original,5311499
original,308623
original,3647371
original,3296903
original,9579010
original,5998223
original,1147116
original,3772763
original,6478450
original,310375
original,2126453
original,1271300
original,5238631
original,3842411
original,6310208
original,9404024
original,6127764
original,5859046
original,6034207
original,7940879
original,3341861
original,7359201
original,2615804
original,4312717
original,1982243
original,3413654
original,5986417
original,7863020
original,3270209
original,8604008
original,7323988
original,3324664
original,8210880
original,3594058
original,4584258
original,8117654
original,4212377
original,9633233
original,233782
original,6906117
original,6112674
original,4809109
original,3735466
original,1583246
original,726331
original,1794291
original,6353385
original,4952075
original,3898606
original,2878117
original,4481617
original,7374626
original,5287913
original,3733149
original,5316741
original,2804802
original,4157263
original,4488198
original,9515406
original,2733460
original,7084609
original,6216538
original,4115362
original,1252557
original,1490687
original,9311768
original,4057025
original,5272864
original,3788963
original,3874910
original,3368045
original,5185773
original,4832691
original,968616
original,4217733
original,7914520
original,9639564
original,1490036
original,2869729
original,7585159
original,7179156
original,9454531
original,8944718
original,9352771
original,7904428
original,4202271
original,4042879
original,2322523
original,9601869
original,4746771
original,8640145
original,1756124
original,841531
original,864645
original,1428127
original,5130076
original,8859690
original,4254849
original,7574587
original,6515350
original,8336900
original,1615777
original,3512664
original,973181
original,1491633
original,9922462
original,2061774
original,2790358
original,3860562
original,6976610
original,1765524
original,1250632
original,6210715
original,8526086
original,3243087
original,909711
original,3711584
original,6913283
original,1619715
original,2590310
original,6314768
original,9349220
original,8324454
original,8815995
original,6726451
original,8064220
original,1544613
original,1297638
original,7134897
original,7748670
original,2430525
original,7439103
original,2456070
original,8878234
original,288859
original,5008341
original,4749766
original,1546236
original,8982913
original,4257341
original,3759834
original,2627988
original,5477093
original,8592974
original,502420
original,5529046
original,1679161
original,9426807
original,660902
original,7562116
original,1538112
original,1726676
original,9758681
original,1685996
original,3246417
original,9091044
original,1352144
original,1551330
original,971248
original,4657851
original,6695306
original,5378750
original,2607411
original,1693439
original,1831094
original,3437172
original,9447933
original,6919875
original,5923361
original,1963571
original,5542511
original,8985826
original,3815144
original,3436252
original,817052
original,7596585
original,6269324
original,1428080
original,9490536
original,2521279
original,7503888
original,6119848
original,2726016
original,1244289
original,442939
original,9440815
original,3282972
original,8692832
original,4414473
original,2711793
original,2319124
original,3923227
original,2073290
original,2518970
original,3889877
original,1727408
original,2801742
original,1055675
original,6016854
original,7436754
original,965188
original,2161088
original,8018006
original,2320484
original,4105223
original,487510
original,6354986
original,7609964
original,5795250
original,4055447
original,1673879
original,1780752
original,3293331
original,3764455
original,7253817
original,4335518
original,8791690
original,8589747
original,5222798
original,3904722
original,5215622
original,6879771
original,9596394
original,8481209
original,3175684
original,629085
original,9906695
original,6071845
original,2518638
original,603103
original,1989968
original,5303943
original,5497191
original,1257008
original,6473507
original,7437693
original,5137997
original,7270518
original,5511934
original,8173321
original,7899284
original,1003171
original,7214938
original,2900737
original,1370485
original,7045900
original,1681076
original,8501598
original,5312399
original,981883
original,1668321
original,3293705
original,6154512
original,9888679
original,3759505
original,8415414
original,5418952
original,4609688
original,4264423
original,8181883
original,8306681
original,7170837
original,1519603
original,1750740
original,863403
original,9268511
original,885421
original,4278384
original,5495671
original,978836
original,3223522
original,2217181
original,8568438
original,1556518
original,2659083
original,4113640
original,4500398
original,9625105
original,4877708
original,9935869
original,7880317
original,9254791
original,9011501
original,8281447
original,3895958
original,7076042
original,8839765
original,1265898
original,2120539
original,880412
original,5947148
original,3231185
original,7319764
original,8706483
original,5923098
original,1228337
original,484814
original,8359922
original,9614742
original,3690583
original,1599908
original,2164412
original,5309792
original,2353847
original,2892478
original,1984117
original,5949852
original,29725
original,9574182
original,9184536
original,888036
original,2971783
original,2662761
original,6524559
original,2513024
original,2398083
original,6536295
original,3909439
original,5627745
original,3911146
original,1707017
original,689556
original,7288538
original,2253722
original,1649729
original,1116271
original,3099555
original,5683797
original,1681641
original,516409
original,666165
original,2788363
original,4476321
original,3710388
original,3235192
original,1935090
original,9133790
original,3937270
original,6739013
original,7089975
original,8805586
original,1033316
original,4819075
original,4742297
original,3868452
original,8074037
original,1312743
original,7420105
original,104195
original,7008443
original,5276728
original,4101036
original,9727094
original,2165251
original,9866460
original,7303693
original,3214850
original,7983439
original,8874883
original,8687479
original,8268541
original,9546263
original,2949281
original,7356061
original,1294929
original,2504594
original,1243294
original,3567675
original,7711634
original,9285424
original,2414802
original,443031
original,9479276
original,6444345
original,2790373
original,3916643
original,7061183
original,3287058
original,5510493
original,290998
original,4855920
original,1828022
original,6367712
original,1409854
original,7997043
original,181360
original,2444026
original,2515419
original,5532410
original,4138286
original,9679818
original,8333100
original,6893728
original,3584197
original,311955
original,2127599
original,4933594
original,9953678
original,4835451
original,4382794
original,7323494
original,6699144
original,4698713
original,7867791
original,3790328
original,5289730
original,4437610
